1.415215183230114304e+00,1.580626680560691888e+00
1.854655968816864897e+00,2.455452366200789438e+00
1.496077358470303542e+00,1.185028460894240743e+00
-1.922710804757520875e-01,-2.357164767471713329e-01
5.365749239250136582e-02,-1.236848203766827581e+00
-1.824169654093813486e+00,-2.019625956106088971e+00
-6.266411738384122243e-01,-1.478387882979948387e+00
-8.504815040638564749e-01,-3.536087704563213585e-02
-1.074437077294400744e+00,-1.500747160698436389e+00
-9.348009694568313321e-01,-1.254529162218450677e+00
1.114930326293052110e+00,-1.585356472777558201e-01
2.764030140695550863e-01,-1.029781103258954778e+00
1.246471835296953656e-01,-8.623045005162816024e-02
8.180067236711804357e-01,4.969437795831500582e-01
6.937171426784870532e-01,-7.393649980624212859e-01
-4.347039488561865173e-01,-9.143787485324630371e-01
-9.111761534128079987e-01,-1.082512281303211310e+00
-8.573768772019469964e-01,-7.085870333503226925e-01
-3.626194491705780898e-01,-6.661075512544434307e-01
7.950733656576854935e-01,-5.213513167761029132e-01
2.775746512880122863e-01,-5.340500575820659318e-02
4.905053103646566659e-01,9.247669257886712568e-01
2.031852915005467608e-01,2.851869213749906318e-01
-6.311164438695455736e-01,-6.919240954726499915e-01
-1.923585953153935657e+00,-7.184898570795723582e-01
-1.392546185685857862e+00,-5.226695962272138729e-01
2.513184532943364413e-01,-6.902483649773293317e-01
6.384197074013973072e-01,1.064499608282440529e-01
7.706610557454904864e-01,9.374950425715149471e-01
6.303526970448974920e-01,9.285702048992692248e-01
3.552868510556587700e-01,8.869057111842673091e-01
-1.795435731490642395e+00,3.821162061358256978e-01
-1.201895840927165615e+00,3.571661232488040350e-01
2.177251173097703718e-01,-6.647749737615396004e-01
-2.958637161963563467e-02,-7.058789842392587666e-01
-9.661086525070690101e-01,-5.823982359132942044e-01
-6.736987342513879318e-01,-1.365252417784568739e-01
1.432770534339276036e+00,-1.589960442227332238e-01
9.027679539170029299e-01,-1.193847493057041825e-01
4.959601459390327038e-01,-2.335145783147424270e-01
-1.162617183357999462e+00,-1.729795290728972090e-01
-5.626044773417989697e-01,-5.622171998674937998e-02
-6.027474574491554771e-01,3.978669289486254645e-01
-6.211671310965315440e-01,1.125866803555632539e-01
3.369055917433399494e-01,5.811992801198808678e-01
4.829376863635663764e-01,8.577691616672231678e-01
1.465230647440442180e+00,6.380940479273464749e-01
1.031667255113410508e+00,9.444639081297527827e-01
5.710025494220650755e-01,5.951169939778527818e-01
1.011653386562282320e+00,-1.028762302791678684e-01
-2.871352808347220620e-01,3.822542472303075423e-02
1.070918324205815397e-01,3.108212305518310431e-02
1.811738775278042557e-01,1.283002282597566768e-01
-1.150966813985485337e-01,-8.734463145559827613e-01
1.382466962616210049e+00,-2.824910905904907121e-01
1.133503657280513721e+00,4.824169691457752540e-01
1.020738376797105884e+00,-1.307259560369351259e-01
4.258923988425432072e-01,5.384538544471072496e-01
3.831948654556487921e-01,3.121272916762556360e-01
1.013612517648863065e+00,1.182251781182705574e+00
6.573387674041351048e-01,8.086182132818651169e-01
6.489260280323589924e-01,4.662773395968705659e-01
2.647250562201601265e-01,-6.475343949964204038e-01
-4.602110673167480459e-01,-4.387172141759837496e-01
-3.603530034037543683e-01,-3.689799452515764022e-01
2.365289343074320205e-01,-3.048961220426055774e-01
2.971083406512357028e-01,4.363887130828315031e-01
-2.485672884636369595e-01,7.643600547898974362e-01
5.079838328037517003e-01,7.972827257673757995e-01
1.092154467054962802e-02,2.042886010456119450e-01
6.823272923418062241e-01,4.725970740587895902e-01
-4.100035314312773793e-01,1.681746071453092961e-01
-8.972509569640700899e-01,2.250464980859613329e-01
-6.849925487504494592e-01,1.940254666637819259e-01
-3.974420438761394059e-01,4.789139489123684368e-01
-8.669766195235750067e-03,2.195960845635673564e-01
9.576812458437831133e-01,1.481412568725133383e+00
1.674983742567710820e-01,8.505743870490374281e-01
-9.043467830867274460e-02,5.536755497144278948e-01
2.315158635858557135e-01,4.995517424018475205e-01
-1.064334107181253319e+00,-1.293517062514375926e+00
-7.019332704991254612e-01,-2.835948994150453983e-01
2.759228348816502585e-01,-1.017295273292652263e-01
4.362642693009480821e-01,-3.499778477404713595e-01
7.702577052276763370e-01,-3.394401909566651665e-01
5.082565745840178506e-03,1.451032869467730746e-01
5.963175962074598324e-01,-3.271287971004924883e-02
1.088780989995243864e-01,4.194312355447092355e-01
2.105992581615276360e-01,-4.364924388766802110e-01
6.537854414137780346e-01,-4.393062934968521849e-01
-7.665653891887196369e-01,-1.860793949416821302e-01
-2.332207616187609855e-01,-1.649411699903096107e-01
-1.220699657924827264e+00,3.368171502030634090e-01
-6.377237094948741136e-01,2.842289525764599700e-01
-7.297644562290487302e-01,2.283693629930473867e-01
-8.040853686556800883e-02,-1.823390272131621311e-03
-7.877508949583050812e-01,-8.328312971067655113e-01
-4.681244203331384468e-01,-2.923167048941873736e-01
-3.994780036327870709e-01,-3.559544291999124921e-01
5.316662703503369780e-01,-1.914689767954530844e-02
3.344086599663400605e-01,1.304306364833436593e-01
1.370165994096905482e-01,5.204268833846658060e-01
-6.030739792969269653e-01,-1.241459972148021562e-01
-7.002430397577540377e-01,6.610366857499917481e-01
-1.241481813176574578e+00,-6.732508529222605009e-01
-2.491050891540798617e-01,4.996289518274004693e-01
2.200615470105749871e+00,1.869252670927653792e+00
1.390525591663381577e-01,-4.362407933415786698e-01
1.880105465774888351e+00,1.116129057217493559e+00
-1.544494087900836643e+00,-7.221930498977732205e-01
-1.578356324230635988e+00,-2.657747560259345221e+00
-2.303100376092401369e+00,-3.142822925316602678e+00
-1.399883323676772040e+00,-2.442982394062961582e+00
-2.016825925583472234e-01,-1.689821605444164376e+00
